rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/1002332-big_heat,The Big Heat,"A police officer seems to have committed suicide, but Detective Dave Bannion (Glenn Ford) thinks there's more to the story. After talking to the man's mob-connected mistress, Bannion discovers far-reaching corruption that leads all the way from the police station to kingpin Mike Lagana (Alexander Scourby). But when the policeman's lover is killed, it becomes clear that crossing Lagana is a dangerous thing to do. Soon Bannion finds himself marked for death and his family in mortal danger.",,PG,"Classics, Drama, Mystery & Suspense",Fritz Lang,Sydney Boehm,"Glenn Ford, Gloria Grahame, Jocelyn Brando, Alexander Scourby, Lee Marvin, Jeanette Nolan, Peter Whitney, Willis Bouchey, Robert Burton, Adam Williams, Howard Wendell, Chris Alcaide, Michael Granger, Dorothy Green, Carolyn Jones, Ric Roman, Dan Seymour, Edith Evanson, Joseph Mell, Sidney Clute, Norma Randall, Linda Bennett, Herbert C. Lytton, Ezelle Poule, Byron Kane, Lyle Latell, Ted Stanhope, Michael Ross, William Murphy, Phil Arnold, Douglas Evans, Mike Mahoney, Patrick Miller, Paul Maxey, Charles Cane, Kathryn Eames, John Merton, Al Eben, William Vedder, Harry Lauter, Phil Chambers, Robert Forrest, John Crawford, John Doucette, John Close",,2014-04-25,90,Columbia Pictures,Fresh,100,31,Upright,90,5964,7,31,0
m/1002352-big_sleep,The Big Sleep,"Private investigator Philip Marlowe (Humphrey Bogart) is hired by General Sternwood to help resolve the gambling debts of his wild young daughter, Carmen (Martha Vickers). Sternwood's older daughter, Vivian (Lauren Bacall), provides assistance when she implies that the situation is more complex, and also involves casino owner (John Ridgely) and a recently disappeared family friend. As people linked to the Sternwoods start being murdered, Marlowe finds himself getting ever deeper into the case.","A perfect match of screenplay, director, and leading man, The Big Sleep stands as a towering achievement in film noir whose grim vitality remains undimmed.",PG,"Classics, Drama, Mystery & Suspense",Howard Hawks,"William Faulkner, Leigh Brackett, Jules Furthman","Humphrey Bogart, Lauren Bacall, Martha Vickers, Dorothy Malone, John Ridgely, Louis Jean Heydt, Regis Toomey, Sonia Darrin, Bob Steele, Tom Rafferty, Charles Waldron, Elisha Cook Jr., Charles D. Brown, Tom Fadden, Tom Raffery, Ben Welden, Trevor Bardette, James Flavin, Joy Barlowe, Peggy Knudsen, Theodore von Eltz, Carole Douglas, Dan Wallace, Tanis Chandler, Thomas E. Jackson, Deannie Best, Lorraine Miller, Shelby Payne, Forbes Murray, Jack Chefe, Joseph Crehan, Emmett Vogan, Paul Weber, Jack Perry",1946-08-31,2015-09-11,114,Warner Bros. Pictures,Certified-Fresh,97,65,Upright,91,33511,15,63,2
m/1002353-big_sleep,The Big Sleep,Private eye Philip Marlowe (Robert Mitchum) falls into a porno/blackmail/murder case in 1970s London.,,R,"Art House & International, Drama, Mystery & Suspense",Michael Winner,Michael Winner,"Robert Mitchum, Sarah Miles, Richard Boone, Oliver Reed, Candy Clark, Joan Collins, Edward Fox, John Mills, James Stewart, Harry Andrews, Colin Blakely, Richard Todd, Diana Quick, James Donald, John Justin, Simon Turner, Martin Potter, David Savile, Dudley Sutton, Don Henderson, Nik Forster, Joe Ritchie, Patrick Durkin, Derek Deadman, Tom Laughlin",,2017-03-10,99,United Artists,Fresh,67,6,Spilled,26,1464,1,4,2
m/1002407-billy_budd,Billy Budd,"In this film based on the Herman Melville novel, handsome, young Billy Budd (Terence Stamp) joins the British navy during wartime, where his skill quickly makes him a trusted crew member. However, sinister master-at-arms Claggart (Robert Ryan), secretly jealous of Billy, accuses him of treason. Billy strikes Claggart in anger, causing him to fall and die. Capt. Vere (Peter Ustinov) feels pity for Billy but believes that maritime law requires that Billy be executed for killing an officer.",,NR,"Action & Adventure, Classics, Drama",Peter Ustinov,"Peter Ustinov, Robert Rossen, DeWitt Bodeen","Terence Stamp, Robert Ryan, Peter Ustinov, Melvyn Douglas, John Neville, David McCallum, Ronald Lewis, Lee Montague, Paul Rogers, Thomas Heathcote, Niall MacGinnis, John Meillon, Ray McAnally, Robert Brown, Cyril Luckham, Victor Brooks, Barry Keegan",1962-11-12,2017-05-22,123,Allied Artists Pictures,Fresh,90,10,Upright,86,7,0,9,1
m/1002448-birds,The Birds,Melanie Daniels (Tippi Hedren) meets Mitch Brenner (Rod Taylor) in a San Francisco pet store and decides to follow him home. She brings with her the gift of two love birds and they strike up a romance. One day birds start attacking children at Mitch's sisters party. A huge assault starts on the town by attacking birds.,"Proving once again that build-up is the key to suspense, Alfred Hitchcock successfully turned birds into some of the most terrifying villains in horror history.",PG-13,"Classics, Horror, Mystery & Suspense",Alfred Hitchcock,"Evan Hunter, Alfred Hitchcock","Rod Taylor, Tippi Hedren, Suzanne Pleshette, Jessica Tandy, Veronica Cartwright, Ethel Griffies, Ruth McDevitt, Lonny Chapman, Charles McGraw, Karl Swenson, Elizabeth Wilson, Malcolm Atterbury, Joe Mantell, Doodles Weaver, John McGovern, Alfred Hitchcock, Richard Deacon, Doreen Lang, Dal McKennon, Bill Quinn, Darlene Conley, Morgan Brittany",1963-03-28,2014-10-01,119,Universal Pictures,Certified-Fresh,95,56,Upright,83,176580,10,53,3
m/1002484-black_christmas,Black Christmas,"As winter break begins, a group of sorority sisters, including Jess (Olivia Hussey) and the often inebriated Barb (Margot Kidder), begin to receive anonymous, lascivious phone calls. Initially, Barb eggs the caller on, but stops when he responds threateningly. Soon, Barb's friend Claire (Lynne Griffin) goes missing from the sorority house, and a local adolescent girl is murdered, leading the girls to suspect a serial killer is on the loose. But no one realizes just how near the culprit is.","The rare slasher with enough intelligence to wind up the tension between bloody outbursts, Black Christmas offers fiendishly enjoyable holiday viewing for genre fans.",R,"Horror, Mystery & Suspense",Bob Clark,"Roy Moore, Reginald Morris","Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon, Andrea Martin, Marion Waldman, Art Hindle, Lynne Griffin, Michael Rapport, Roy Moore, James Edmond, Doug McGrath, Les Carlson, Martha Gibson, John Rutter, Robert Warner, Syd Brown, Les Rubie, Jack Van Evera, Marcia Diamond, Pam Barney, Robert Hawkins, David Clement, Julian Reed, Dave Mann, John Stoneham, Danny Gain, Tom Foreman",1974-12-20,2016-12-13,98,Warner Bros. Pictures,Fresh,71,34,Upright,75,23059,4,24,10
m/1002497-black_hole,The Black Hole,"In the future, a spaceship dubbed the USS Palomino is on its way back to Earth when it discovers another ship that had been assumed missing, the USS Cygnus. Kate McCrae (Yvette Mimieux), a scientist aboard the Palomino, learns that it's the same ship upon which her father had served as a crew member. When the Palomino's crew boards the Cygnus, they are met by Dr. Reindhardt (Maximilian Schell) and a bizarre, faceless army who plan to be the first people ever to explore a black hole.","While lavishly crafted and brimming with ambitious ideas, The Black Hole probes the depths of space with an unexciting story and hokey melodrama.",PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Gary Nelson,"Jeb Rosebrook, Bob Barbash, Richard H. Landau, Gerry Day","Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Ernest Borgnine, Yvette Mimieux, Tom McLoughlin, Roddy McDowall, Slim Pickens",1979-01-01,2016-05-10,97,Walt Disney Productions,Rotten,38,32,Spilled,45,9807,4,12,20
m/1002511-black_pirate,The Black Pirate,"Pirates loot a ship of its riches before blowing it up. Father-and-son survivors of noble birth wash ashore of an island, and the injured father perishes. The son (Douglas Fairbanks) promises to seek revenge by infiltrating the same band of buccaneers and bringing them to justice. Posing as the ""Black Pirate,"" he defeats the captain, captures a merchant ship single-handedly and earns himself a role as their new leader. Unanticipated is a princess (Billie Dove) who needs protection.",,NR,"Action & Adventure, Classics",Albert Parker,"Douglas Fairbanks, Jack Cunningham, Lotta Woods","Douglas Fairbanks, Billie Dove, Donald Crisp, Anders Randolf, Tempe Piggott, Sam De Grasse, Charles Stevens, Charles Belcher, John Wallace, Fred Becker, E.J. Ratcliffe, Mrs. Piggolt",1926-03-08,2016-08-11,85,United Artists,Fresh,100,12,Upright,68,1416,1,12,0
m/1002512-black_rain,Black Rain,"New York City policemen Nick (Michael Douglas) and Charlie (Andy Garcia) witness a murder in a bar and quickly apprehend the assailant. The killer, named Sato (Yusaku Matsuda), is a member of Japan's infamous Yakuza mob, and Nick and Charlie must transport the gangster back to Osaka for his murder trial. There, Sato's fellow gangsters free him from police custody, forcing Nick and Charlie to scour Japan's dangerous underworld of organized crime in search of their fugitive.","Black Rain has its fair share of Ridley Scott's directorial flair, but its paint-by-numbers story never rises above genre conventions.",R,"Action & Adventure, Drama, Mystery & Suspense",Ridley Scott,"Craig Bolotin, Warren Lewis","Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw, Yusaku Matsuda, Shigeru Koyama, Tomisaburo  Wakayama, Yuya Uchida, Guts Ishimatsu, John Spencer, Luis Guzman, Miyuki Ono, John Costelloe, Stephen Root, Richard Riehle, Clem Caserta, Tim Kelleher, George Kyle, Vondie Curtis-Hall, Joe Perce, Louis Cantarini, Doug Yasuda, Toshio Sato, Shiro Oishi, Prof. Toru Tanaka, Rikiya Yasuoka, Keone Young, Toshishiro Obata, Linda Gillen, Ken Kensei, Josip Elic",,2013-08-01,125,Paramount Home Video,Rotten,50,22,Spilled,55,27792,1,11,11
m/1002526-black_sunday,Black Sunday,"Blimp pilot Michael Lander (Bruce Dern), who has endured the horrors of the Vietnam War, is now psychotic. Hoping to kill himself in grand fashion, he teams with Palestinian terrorist Dahlia (Marthe Keller), who plans on using Lander to set off a bomb at the Super Bowl by crashing his aircraft into the crowded stands. With thousands of lives at stake, Israeli military agent Kabakov (Robert Shaw) teams with the F.B.I. in an attempt to stop Lander's mass murder-suicide.","A smart, tense thriller from director John Frankenheimer, Black Sunday succeeds on a technical level, even if it fails to bring its characters to vivid life.",R,"Action & Adventure, Drama, Horror, Mystery & Suspense",John Frankenheimer,"Ivan Moffat, Kenneth Ross, Ernest Lehman","Robert Shaw, Bruce Dern, Marthe Keller, Fritz Weaver, Steven Keats, Bekim Fehmiu, Michael Vincente Gazzo, Michael V. Gazzo, William Daniels, Walter Gotell, Victor Campos, Walter Brooke, James Jeter, Clyde Kusatsu, Tom McFadden, Robert Patten, Than Wyenn, Joseph Robbie, Robert Wussler, Pat Summerall, Tom Brookshier, Tom Brookens, Kristy McNichol, Jack Rader, Frank Logan, Kim Nicholas",1977-03-11,2016-08-10,143,Anchor Bay Entertainment,Fresh,69,26,Upright,64,3906,6,18,8
m/1002531-black_widow,Black Widow,"Federal agent Alexandra Barnes (Debra Winger) believes that Catherine Petersen (Theresa Russell) is a serial killer who marries rich men and then murders them for their money. But since Catherine is seemingly a master of disguise and has multiple identities, Alexandra can't prove anything with conventional detective work. With no other option, she goes undercover, pursuing the same man (Sami Frey) as Catherine, and hoping that Catherine will slip up and reveal her true identity.",,R,"Drama, Mystery & Suspense",Bob Rafelson,"Anna Hamilton Phelan, David Rayfiel, Ronald Bass","Debra Winger, Theresa Russell, Sami Frey, Dennis Hopper, Nicol Williamson, Diane Ladd, Terry O'Quinn, Lois Smith, D.W. Moffett, Leo Rossi, Mary Woronov, Rutanya Alda, James Hong, Richard E. Arnold, Danny Kamekona, Wayne Heffley, Raleigh Bond, Donegan Smith, Christian Clemenson, Arsenio ""Sonny"" Trinidad, Darrah Meeley, Kate Hall, George Ricord, Bea Kiyohara, Chris S. Ducey, Tee Dennard, David Mamet, Johnny S.B. Willis, Gene Callahan, Thomas Hill, Juleen Murray, Ed Pang, Allen Nause, Denise Dennison, Robert J. Peters, David Kasparian, Mick Muldoon, Marcia Holley, Julie Robinson, Al Cerullo",1987-02-06,2016-08-10,102,Twentieth Century Fox Home Entertainment,Rotten,50,22,Spilled,40,3803,2,11,11
m/1002540-blackmail,Blackmail,"During a date, Alice White (Anny Ondra) has a fight with her boyfriend, Scotland Yard Officer Frank Webber (John Longden), and decides to leave with an artist named Mr. Crewe (Cyril Ritchard). Whey they get to the artist's flat, Mr. Crewe attempts to force himself on Alice, and she kills him to defend herself. Frank investigates the case and, after realizing Alice is the culprit, seeks to help her. However, a thief (Donald Calthrop) with blackmail on his mind complicates matters.",,NR,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,"Alfred Hitchcock, Charles Bennett, Michael Powell, Benn Wolfe Levy","Anny Ondra, John Longden, Donald Calthrop, Sara Allgood, Cyril Ritchard, Charles Paton, Harvey Braban, Phyllis Monkman, Hannah Jones, Percy Parsons, Alfred Hitchcock, Johnny B. Butt, Phyllis Konstam, John Stuart, Joan Barry",1929-10-06,2016-11-30,86,Scott Entertainment,Fresh,86,22,Upright,65,4731,4,19,3
m/1002571-blind_date,Blind Date,"When bachelor Walter Davis (Bruce Willis) is set up with his sister-in-law's pretty cousin, Nadia Gates (Kim Basinger), a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted (Phil Hartman), tells him not to let Nadia drink alcohol, but he dismisses the warning, and her behavior gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David (John Larroquette) relentlessly follows them around town.","Blind Date has all the ingredients for a successful madcap comedy, but the end results suggest director Blake Edwards has lost his once-reliable touch.",PG-13,"Comedy, Drama",Blake Edwards,"Dale Launer, Blake Edwards, Leslie Dixon, Tom Ropelewski, Michael Alan Eddy","Bruce Willis, Kim Basinger, John Larroquette, William Daniels, George Coe, Mark Blum, Phil Hartman, Stephanie Faracy, Alice Hirson, Graham Stark, Joyce Van Patten, Jeannie Elias, Sacerdo Tanney, Georgann Johnson, Sab Shimono, Momo Yashima, Armin Shimerman, Brian George, Ernest Harada, Emma Walton, Elaine Wilkes, Susan Lentini, Barry Sobel, Arlene Lorre, Tim Stack, Jack Gwillim, Diana Bellamy, Seth Isler, Paul Carafotes, Bob Ari, Don Sparks, Bill Marcus, Mike Genovese, P. Randall Bowers, John Demy, Jon Smet, Noele De Saint Gall, Julia Jennings, Dick Durock, Stanley Jordan, Billy Vera, Peter Bunetta, Ricky Hirsch, Darrell Leonard, David Miner, Mike Murphy, Jerry Peterson, Lonny Price, Ron Viola, Keith Robertson",1987-03-27,2012-04-16,93,Tri-Star Pictures,Rotten,21,24,Spilled,42,18540,3,5,19
m/1002598-blood_and_sand,Blood and Sand,"Brash young Spanish peasant Juan Gallardo (Tyrone Power) aspires to follow his dead father's footsteps into the bullring, despite his mother's fears. Bidding his childhood sweetheart Carmen (Linda Darnell) farewell, Juan and his friends travel to Madrid to learn the bullfighting craft. Years later, when Juan's fame as a matador soars, he returns to Seville to marry Carmen. Soon, Juan's head is turned by the elegant temptress Doña Sol De Muira (Rita Hayworth), and his career takes a turn.",,NR,"Classics, Drama, Romance",Rouben Mamoulian,"Jo Swerling, Vicente Blasco Ibanez","Tyrone Power, Linda Darnell, Rita Hayworth, Anthony Quinn, Alla Nazimova, J. Carroll Naish, John Carradine, Laird Cregar, Lynn Bari, Andres Vincente Gomez, George Reeves, Pedro de Cordoba, Fortunio Bonanova, Victor Kilian, Adrian Morris, Michael Morris, Charles Stevens, Ann E. Todd, Ann Todd, Rex Downing, Cora Sue Collins, Russell Hicks, Maurice Cass, John Wallace, Jacqueline Dalya, Lynne Carver, Cullen Johnson, Schuyler Standish, Monty Banks, Paco Moreno, Harry Burns, Francis McDonald, Kay Linaker, Alberto Morin, Paul Ellis, Fred Malatesta, Rosita Granada, Mariquita Flores, Gracilla Pirraga, Armillita, Cecilia Callejo, Esther Estrella",1941-05-22,2014-04-06,120,20th Century Fox,Fresh,100,9,Upright,67,636,0,9,0
m/1002611-blood_feast,Blood Feast,"In the sleepy suburbs of Miami, seemingly normal Egyptian immigrant Fuad Ramses (Mal Arnold) runs a successful catering business. He also murders young women and plans to use their body parts to revive the goddess Ishtar. The insane Ramses hypnotizes a socialite in order to land a job catering a party for her debutante daughter, Suzette Fremont (Connie Mason), and turns the event into an evening of gruesome deaths, bloody dismemberment and ritual sacrifice.",,NR,"Classics, Horror",Herschell Gordon Lewis,,"Mal Arnold, Connie Mason, William Kerwin, Astrid Olsen, Scott H. Hall, Lyn Bolton, Toni Calvert, Gene Courtier, Ashlyn Martin, Sandy Sinclair, David F. Friedman, Jerome Eden, Al Golden, Craig Maudsley Jr.",1963-01-01,2018-08-25,58,Box Office Spectaculars,Rotten,38,13,Spilled,44,6249,0,5,8
m/1002681-blue_angel,Der Blaue Engel (The Blue Angel),"Prim educator Immanuel Rath (Emil Jannings) finds some of his students ogling racy photos of cabaret performer Lola Lola (Marlene Dietrich) and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is driven mad with lust, eventually resigning his position at the school to marry his beloved. However, married life with a woman whose job is to make men desire her proves more difficult than Rath imagined.",Marlene Dietrich steals more than one show in this backstage tragedy about a lowly professor besotted with a cruel and enigmatic singer.,NR,"Art House & International, Classics, Drama, Musical & Performing Arts",Josef von Sternberg,"Robert Liebmann, Karl Vollmöller, Josef von Sternberg, Karl Vollmoeller, Robert H. Lieberman, Carl Zuckmayer","Marlene Dietrich, Emil Jannings, Kurt Gerron, Rose Valetti, Hans Albers, Rosa Valetti, Eduard von Winterstein ..., Karl Huszar-Puffy, Reinhold Bernt, Hans Roth, Robert Klein-Lörk, Gerhard Bienert, Wilhelm Diegelmann, Ilse Furstenberg, Carl Ballhaus, Rolf Müller, Roland Varno",1930-04-01,2017-02-06,94,Universum Film Gmbh,Certified-Fresh,96,45,Upright,87,5696,12,43,2
m/1002732-bluebeard,Bluebeard,"When seamstress Lucille (Jean Parker) accepts a job designing costumes for charismatic puppeteer and portrait artist Gaston Morrell (John Carradine), she has no idea that he is, in fact, Bluebeard, the infamous serial killer who has been terrorizing Paris. Sparks soon fly between Lucille and Morrell but complications arise when Morell's previous lover Renee (Sonia Sorel) becomes jealous and must be dealt with according to Morell's grisly custom.",,G,"Classics, Drama, Horror, Mystery & Suspense",Edgar G. Ulmer,Pierre Gendron,"John Carradine, Jean Parker, Nils Asther, Ludwig Stossel, George Pembroke, Teala Loring, Sonia Sorel, Iris Adrian, Henry Kolker, Emmett Lynn, Patti McCarty, Carrie Devan, Anne Sterling",1944-11-11,2017-06-07,73,PRC Pictures Inc.,Fresh,100,12,Spilled,38,800,3,12,0
m/1002907-border,The Border,"Charlie Smith (Jack Nicholson) barely scrapes by on his low salary, but his hectoring wife, Marcy (Valerie Perrine), is anxious to move up in the world, so he takes a new position as a border patrol agent alongside the hair-trigger Cat (Harvey Keitel). Soon, Charlie is a reluctant party to Cat's smuggling and other petty criminal actions, but when the corrupt agent sets his avaricious sights on a poor illegal immigrant (Elpidia Carrillo) and her newborn baby, Charlie's moral code returns.",,R,"Action & Adventure, Drama, Mystery & Suspense",Tony Richardson,"Deric Washburn, Walon Green, David Freeman, Dave Freeman","Jack Nicholson, Harvey Keitel, Valerie Perrine, Warren Oates, Elpidia Carrillo, Shannon Wilcox, Manuel Viescas, Jeff Morris, Mike Gomez, Dirk Blocker, Lonny Chapman, Stacey Pickren, Floyd Levine, James Jeter, Alan Fudge, William Russ, Gary Grubbs, Gary Sexton, Billy Silva, William McLaughlin, Juan Ramírez, Lupe Ontiveros, David Beecroft, James W. Gavin",1982-01-29,2016-08-10,107,Universal Pictures,Fresh,80,10,Spilled,53,3285,1,8,2
m/1002930-born_yesterday,Born Yesterday,"Brassy blonde moll Billie Dawn (Judy Holliday) hits Washington, D.C., with her unscrupulous millionaire sugar daddy, Harry Brock (Broderick Crawford), and his sleazy lawyer, Jim Devery (Howard St. John), who has been pressuring Harry to marry Billie by pointing out that a wife cannot be forced to testify against her husband. In an effort to make Billie more socially acceptable, Harry hires journalist Paul Verrall (William Holden) to smarten her up -- and sparks soon fly between the pair.","Marrying screwball romance with political satire, Born Yesterday is a substantive romp with a ferociously smart performance by Judy Holliday as an uncouth bombshell.",NR,"Classics, Comedy, Drama",George Cukor,Albert Mannheimer,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John, Frank Otto, Larry Oliver, Barbara Brown, Grandon Rhodes, Claire Carleton, Smoki Whitfield, David Pardon, Helen Eby-Rock, William Mays, David Pardoll, Mike Mahoney, John Morley, Paul Marion, Ram Singh, Charles Cane",1950-12-26,2013-01-01,103,Columbia Pictures,Fresh,97,34,Upright,86,4780,6,33,1
